PM ID,Match Class,Notes,Lookup Sentence,Top Yielded Sentence,score,Character length
293435,Very similar,,"this is detailed response to some very racist and biased comments by some people in usa & europe :-

1. firstly, despite sharing a border of 3,488 kilometres with china, india has only reported 78 cases and 1 death- compare that with 596 cases and 8 deaths in the uk.

2. india is the only country in the world to evacuate its citizens 6 times (and counting) and evacuated the most number of foreign nationals.

3. the indian air force evacuated a total of 723 indians, 37 foreign nationals from wuhan. india evacuated 119 indians and 5 foreign nationals from japan. iaf","this is what india has done so far...
courtesy: dhrumi bhatt

1. firstly, despite sharing a border of 3,488 kilometres with china, india has only reported 78 cases and 1 death- compare that with 596 cases and 8 deaths in the uk.

2. india is the only country in the world to evacuate its citizens 6 times (and counting) and evacuated the most number of foreign nationals.

3. the indian air force evacuated a total of 723 indians, 37 foreign nationals from wuhan. india evacuated 119 indians and 5 foreign nationals from japan. iaf also evacuated 58 indian pilgrims from iran on the",0.91940,570
324880,Very similar,,"(1) dry cough + sneeze = air pollution

 (2) cough + mucus + sneeze + runny nose =  common cold

 (3) cough + mucus + sneeze + runny nose + body ache + weakness + light fever = flu

  (4) dry cough + sneeze + body pain + weakness + high fever + difficulty breathing =  coronavirus

pathology department aiims, delhi

make this message available to as many people as possible!","(1) ◇ dry cough + sneeze = * air pollution *

 (2) ○ cough + mucus + sneeze + runny nose = * common cold *

 (3) ● cough + mucus + sneeze + runny nose + body ache + weakness + light fever = * flu *

  (4) ■ dry cough + sneeze + body pain + weakness + high fever + difficulty breathing = * coronavirus * may occur ,,,,,,, seek medical advice immediately.
                  prithvi jatolia
                 pathology department
                    aiims, delhi

 make this message available to as many people as possible!🙏🙏🙏",0.91620,375
297453,Very similar,,plz check its authenticity,pls check the authenticity of this vedio,0.91619,26
341764,Very similar,,please check whether it is true.,please check if this is true,0.91610,32
328429,Very similar,,"camera

attachment sent by the user was redacted, file extension ""apk"" not accepted.","base.apk

attachment sent by the user was redacted, file extension ""apk"" not accepted.",0.91485,84
312390,Very similar,,hello please help me,please  help me,0.91380,20
335672,Very similar,,"hi
i want help
i want help
hello",hello i want help,0.91367,32
319676,Somewhat similar,,"what is this
i don't know",i don't know,0.91337,25
355916,Very similar,,call me please,"hii
please call me",0.91331,14
342541,Very similar,,"hello
good night",hello good night sir,0.91243,16
338795,Very similar,,is it true that..,is this true...??,0.91204,17
160352,Very similar,,"just to make india 5 trilian dollar economy....
thanks",just to make india 5 trilian dollar economy....,0.91111,54
315616,Somewhat similar,,ok . thanks for your support.👍👍,"👍
thanks for this",0.91077,30
353598,Very similar,,hello sir good afternoon 🙏,hello sir good afternoon sir,0.91061,26
346173,Very similar,,u didn't responded,"hlo
u have not any answer",0.91021,18
348717,Very similar,,"hello
i need help
please
helo me","hello sir
i need help you",0.90865,32
350799,Somewhat similar,,it is correct,this image is true,0.90793,13
341963,Somewhat similar,,you will not take action,pardhan don't take action,0.90609,24
296733,Very similar,,hi india today team,hii india today,0.90489,19
350449,Very similar,,plzz se  help me sir,plz help you sir,0.90469,20
316058,Very similar,,"sir
help us","hlo sir
sir help me",0.90294,11
328776,Very similar,,"donations for corona till now.....

 tata: 1500 crore
 itc: 150 crore
 hindustan unilever: 100 crore
 anil agarwal (vedanta): 100 crore
 hero cycle: 100 crore
 bajaj group: 100 crore
 shirdi temple: 51 crore
 bcci: 51 crore
 crpf: 33 crore
 akshay kumar, actor: 25 crore
 sun pharma: 25 crore
 ola: 20 crore
 paytm: 5 crore + handwash
 mukesh ambani: 500 crore + hospital
 adani group 500 crore
 anand mahindra: hotels + ventilator
 prabhas , actor: 4 crore
 nadella (microsoft): 2 cr.
 anita dongre: 1.5 crore
 allu arjun:.  1.25 crore
 ram charan: 1.40 crore
 somnath temple trust: 1 crore
 pawan kalyan, actor:","donation for corona till now

*tata : 1500 crore*
*itc : 150 crore*
*hindustan unilever :100 crore*
*anil agarwal (vedanta) : 100 crore*
*hero cycle : 100 crore*
*bajaj group : 100 crore*
*shirdi : 51 crore*
*bcci : 51 crore*
*crpf : 33 crore*
*akshay kumar : 25 crore*
*sun pharma : 25 crore*
*ola : 20 crore*
*paytm : 5 crore + handwash*
*mukesh ambani : 5 crore + hospital*
*anand mahindra : hotels + ventilator*
*prabhas : 4 crore*
*anupama nadela(microsoft) : 2 crore*
*anita dongre : 1.5 crore*
*allu arjun : . 1.25 crore*
*ram charan : 1.40 crore*
*somnath trust : 1 crore*
*pawan kalyan : 1 crore*
*mahesh babu : 1 crore*
*chiranjivi : 1 crore*
*hema",0.90236,613
307476,Somewhat similar,,corona virus fact tell me,corona virus facts,0.90198,25
316871,Very similar,,"thank you
plz help me","please help us
thank you",0.90182,21
327534,Very similar,,hello dear sir mem,"hi
dear sir",0.90167,18
322453,Very similar,,thank you! appreciate the efforts!,thanks i appreciate your noble initiative.,0.90160,34
294828,Very similar,,"hy
ok
thank u",thank u sir,0.90137,13
351360,Very similar,,"yes
kindly contact me",please contact me,0.90130,21
322937,Very similar,,"help
please help
sir
say",please help me sir,0.90096,24
354131,Very similar,,pl check facts,pls check the facts,0.90003,14
337419,Very similar,,please check the fact the message is real or fake,please check this is real or fake,0.89939,49
310735,Very similar,,please give me your mobile number,can you please provide your mobile number to give details,0.89903,33
359103,Somewhat similar,,"so, the news was correct",it's true news,0.89889,24
313926,Not similar,,i'm not fack region,this is not a news,0.89775,19
303781,Very similar,,it's true or false i don't understand,"it's fake or true
i m confused",0.89706,37
343626,Very similar,,may i send some videos,can i send my videos,0.89655,22
296877,Very similar,,"now, us president, d. trump announced that roche medical company will launch the vaccine for corona virus next sunday, and millions of doses are ready from it !!! -the end of the play.","right now  trump announced that roche medical company will launch the vaccine next sunday, and millions of doses are ready from it !!!",0.89619,184
313140,Very similar,,i did not get any update on this..,"do reply
didn't get any response yet",0.89573,34
310276,Somewhat similar,,thank you so much sir pls help,thank you so much sir,0.89566,30
308771,Very similar,,"good morning sir,i am a student of mbbs 2019 batch pgims,rohtak,haryana
as you know due to pandemic covid19 our honourable prime minister shri narendra modi has decided to lockdown the whole country till 14th april also our respected cm decided the implementation of section 144 but still our classes are not suspended by our higher authorities.we gather in huge number i.e.250 and also our hostel mess are still open. there are about 4 mess in boys hostel and 2 in girls hostel which have a workload of 4 mbbs batches(3 have 200 students and 19 batch have strength of 250 students)","good evening sir
i am a student of pgims rohtak haryana
as you know due to pandemic situation our honorable pm decided to lockdown the whole country and also our  respect cm decided the implementation of section 144 but still our classes are not suspended where we gather in a huge number (250) and also the hostel mess are still open.
there are about 4 mess in boys hostel and 2  in girls hostel which have a workload of 4 mbbs batches (3 have 200 students and 19 batch have a strength 250 students) 4 bds batches, nursing batches",0.89444,582
363644,Very similar,,thank you sir for responding.🇮🇳,thank you so much for responding 🙏🏻🙏🏻🙏🏻,0.89332,30
145908,Very similar,,please help me sir.,"hi
please help sir",0.89211,19
337276,Very similar,,"*finally, some sensible advice.  from a gp nurse in the uk.*

*to avoid covid-19*
what i have seen a lot of are recommendations for how to try to avoid getting coronavirus in the first place ,
• good hand washing
• personal hygiene
• social distancing
-- but what i have not seen a lot of is advice for what happens if you actually get it, which many of us will.
so as your friendly neighborhood nurse let me make some suggestions:

*if you get covid-19*
you basically just want to prepare as though you know you’re going to get a nasty respiratory","“what i have seen are a lot of recommendations for how to try to avoid getting coronavirus.... good hand washing, personal hygiene and social distancing. but ...what i have not seen is advice for what happens if you do actually get it, which many of us will.
so as your friendly neighborhood nurse let me make some suggestions:

basically you just want to prepare as though you know you’re going to get a nasty respiratory bug, like bronchitis or pneumonia.

things you should actually buy ahead of time (not sure what the obsession with toilet paper is?):
augmentin duo 625 mg
paracetamol/ dolo",0.89201,548
362861,Somewhat similar,,no any solutions on this,i did not get any update on this..,0.89147,24
283586,Very similar,,please check the fact of this video,please check veracity of this video and the caption,0.89105,35
156140,Not similar,,i don't have link,i did not get an answer,0.89068,17
334227,Very similar,,hi. i need to check if this is true or false,hi.  i want to know if a message received is true or false,0.88986,44
144520,Very similar,,ok. thank you,thanks with regards sir.,0.88902,13
312454,Very similar,,please give me answer sir,please give me answer.,0.88841,25
358516,Very similar,,plz 🙏 check,plz check this 👆👍,0.88824,11
354191,Very similar,,"hi deactivates my account because i was stolen and they took my phone +55 31 9550-5583
hi deactivates my account because i was stolen and they took my phone 55 31 95505583
oi desativa minha conta pois eu foi furtado e levaram meu aparelho +55 31 9550-5583
hi deactivates my account because i was stolen and they took my phone +55 31 9550-5583
hi deactivates my account because i was stolen and they took my phone +55 31 9550-5583
+55 31 9550-5583
+55 31 9550-5583",hi deactivates my account because i was stolen and they took my phone +55 31 9550-5583,0.88791,463
299585,Somewhat similar,,29 april 2020 astoeyd information,"29 april 2020
yes",0.88772,33
350781,Very similar,,whatsapp group link,"whatsapp group link
hiii",0.88768,19
353745,Somewhat similar,,i don't know what to do,"🙏
what is this
i can't understand",0.88756,23
298954,Somewhat similar,,"hello sir / mdam
thank you for your message. we' will respond as soon as possible.😊",thank you for your message. we will respond as soon as possible.--regards shivnirmal enterprises,0.88746,83
323021,Somewhat similar,,i want share this video,i want to share a video through this channel,0.88739,23
318462,Very similar,,latest updates  corona,and latest update,0.88739,22
323683,Very similar,,"your welcome
i want to share video
with you","hello sir, i would like to share this video",0.88606,43
346165,Somewhat similar,,"hi
my i help you sir","hi
please help sir",0.88484,20
348953,Very similar,,please check the reality of this message,please check the reality and convey accordingly.,0.88464,40
133812,Very similar,,please tell me in hindi,plz reply in hindi launguage,0.88458,23
319103,Somewhat similar,,"please respond about it
is this message is true or false",check it's true or false,0.88454,56
347993,Very similar,,"hi
hello
friend
hii
hy","hi
hello friend 😊",0.88308,22
305231,Very similar,,please verify this message,please verify it,0.88305,26
169472,Very similar,,"[1/21, 10:37 am] bhatiasir mb9540906024: muslim must be boycotted from all tv channel,debates, subsidies
[1: voting right taken off if any one is pro  antlnationalism","muslim must be boycotted from all tv channel,debates, subsidies
voting if any one is pro  antlnationalism",0.88271,166
346032,Somewhat similar,,thank you useful service in the right time.🙏🙏,thanks for the support and right information 🙏🏻,0.88261,44
362836,Very similar,,plz help kero,help karo plz,0.88209,13
298377,Very similar,,any update on the above,any update on this..?,0.88200,23
339159,Very similar,,"verify it 👆👆👆👆

true or false",check it's true or false,0.88193,27
321605,Very similar,,please check the fact behind this message,fact check this message,0.88186,41
297911,Very similar,,don't share details please....,and please don't share the name showing above,0.88054,30
131882,Not similar,,"i have registered my self for saahitya aajtak programme...
but i want to know about further steps....aaj tak will provide us some participation certificate or not??
and how to reach the programme and what to bring to the programme",i want to know the details of your contact number to talk about complent. thanks,0.88034,230
332885,Very similar,,please upload my videos,please upload this video .,0.87997,23
304299,Very similar,,when will they come,when will the team come,0.87994,19
345861,Very similar,,kindly verify whether it is true or fake,please check whether this is fake or true.,0.87978,40
354151,Very similar,,share the above video on your channel if you like 👆,plz share this video on your channel 🙏🙏🙏,0.87937,51
320512,Very similar,,we are waiting for your update,i m waiting for your reply,0.87891,30
286858,Very similar,,"unicef
the corona virus is large in size with a cell diameter of 400-500 micro, so any mask prevents its entry so there is no need to exploit pharmacists to trade with muzzles.

the virus does not settle in the air, but on the ground, so it is not transmitted by the air.

the corona virus, when it falls on a metal surface, will live for 12 hours, so washing hands with soap and water well will do the trick.

corona virus when it falls on fabrics stays for 9 hours so washing clothes or exposing them to the sun for two hours is","unicef
 corona virus is large in size where the cell diameter is 400-500 micro and for this reason *any mask prevents its entry*

 the virus does not settle in the air but is grounded, so it is *not transmitted by air*.

 coronavirus when it falls on a metal surface, it will live 12 hours, so *washing hands with soap* and water well enough.

 corona virus when it falls on the fabric remains 9 hours, so *washing clothes* or *being exposed to the sun for two hours* meets the purpose of killing it.

 the virus lives on the hands for 10",0.87873,530
313837,Very similar,,its urgent sir,it's very urgent,0.87867,14
316639,Very similar,,this audio is genuine or fake,this audio is correct or fake??,0.87841,29
348787,Very similar,,"👆🏻
is this genuine?",is this true or fake👆news,0.87788,18
319914,Somewhat similar,,"dear sir, this video is going viral on watsapp. please verify it.","these audio is viral on whatsapp, please check it",0.87765,65
340940,Very similar,,thanks for giving me a right message,thank u for the right information,0.87757,36
319671,Very similar,,"sir i ask something but there is no response
i am take a loan from an online app golden lightning
so i want to ask that the extension is exist in this loan or not
as rbi said that there is 3 month extension in all loan","i am take a loan from an online app golden lightning
as rbi said that there is 3 month extension in all loan
so i want to ask that the extension is exist in this loan or not",0.87706,218
314512,Very similar,,when does i will get reply,"hey
when will i get report",0.87552,26
313921,Very similar,,this is fake news?,this news is fake or real ?,0.87541,18
345831,Very similar,,is this true or fake?  pl let me know thanks,"plz check is it true or fake
thanks",0.87496,44
350459,Somewhat similar,,okay its wrong video,"hello
sir i have one very wrong video",0.87475,20
321469,Very similar,,play this on television,please show this on television,0.87458,23
350382,Very similar,,but you haven't verified this or............ as you promised,you have not yet verified my forwaded message.,0.87453,60
309945,Very similar,,"check the title, it’s confusing title",this is a confusing title,0.87316,37
362010,Somewhat similar,,look into it.. its wrong its partiality,yes this message is wrong,0.87285,39
343011,Somewhat similar,,"hello sir
gud mrng","hello sir
hello sir",0.87253,18
306626,Very similar,,"check news is fake or not?
yes",is this message true or fake news?,0.87235,30
343492,Very similar,,"hello
i want to fact check",sir i want to get a fact checked,0.87219,26
313884,Very similar,,check it's true or false,"hey
true or false",0.87200,24
359890,Somewhat similar,,please showcase this problem🙏🙏,please check this video👆,0.87157,29
230737,Very similar,,check this video,pls see this video,0.87097,16
349044,Very similar,,"hell
hello
i want to send a video
corona song","i want
to
hi
i want to give you my song video for corona aware ness",0.87024,45
315273,Not similar,,ok think you somach  😔,please revert 🙏🏼🙏🏼🙏🏼,0.86926,22
321401,Somewhat similar,,please verify these videos authenticity...these are circulating in social media...,i want to know is this a real video from shaheen bagh as it is shared in social media.,0.86905,82
298524,Very similar,,please verify this audio,please check this audio,0.86901,24
346464,Not similar,,"no one is active at siddharth nagar,",not able to join any groups,0.86901,36
340618,Very similar,,thanks india today fact check,india today fact check,0.86891,29
318402,Very similar,,please check reality.,please check the reality and convey accordingly.,0.86885,21
342922,Very similar,,please don't show my name and account it's private ok,please don't share my contact details ....,0.86845,53
321647,Somewhat similar,,"ok
it's my pleasure
thanks for chatting",thanks for your nice sharing sir,0.86777,39
347258,Not similar,,i am from delhi gaziabad,this is ps usmanpur delhi,0.86757,24
318487,Not similar,,what are the terms condition,what is the status?,0.86745,28
339042,Somewhat similar,,bhaiya i am help,my help please,0.86732,16
276566,Not similar,,how can you help me,how can i contact,0.86726,19
300230,Very similar,,thank you so much for this information and help me out,thank you so much for the update,0.86707,54
361410,Somewhat similar,,some one send me this video,i received a video,0.86691,27
323910,Very similar,,plzz tell mi is this true???,pl chek this message. is it true..???,0.86582,28
307894,Very similar,,hello sir 🙏🙏,"hello sir
hello sir",0.86579,11
337396,Somewhat similar,,thanks you have a nice day,"hiii
good morning have a nice day",0.86536,26
171753,Somewhat similar,,"please help us
thank you","please
thank you",0.86533,24
338321,Somewhat similar,,"did u verify
the facts",can u please verify if these are correct,0.86479,22
343075,Very similar,,"dear sir
mam",hello sir/ mam,0.86430,12
347109,Not similar,,i have not received any help from pm and cm in up,i have not received any response from you,0.86389,49
341000,Somewhat similar,,pls check the facts,kindly check the facts of this vedio,0.86270,19
362226,Not similar,,"please contact number do
office","send me office
address",0.86157,31
294270,Very similar,,i wanna discuss something with you,i want to talk you,0.86157,34
312014,Very similar,,sir any response,sir any information?,0.86147,16
346589,Very similar,,please provide me contact no,your contact no,0.86115,28
350647,Very similar,,"need clarification on this 👆
is it fake or real",want to know is it true or fake,0.86053,47
145626,Somewhat similar,,thanks...keep doing good work,"good job
thanks",0.86049,29
322336,Somewhat similar,,have you checked the video,can u check this video,0.86039,26
310680,Somewhat similar,,how to verify this message,please verify this message,0.86038,26
327489,Very similar,,"hii
can i send u video",can i send my videos,0.85991,22
337899,Very similar,,this is real??,is this real?,0.85978,14
353055,Not similar,,"i don't no confirm
you are tell me",dont share my details,0.85930,34
325843,Somewhat similar,,please free recharge in jio no. 9817316687,free recharge plzzz this number 9346596703,0.85887,42
335186,Very similar,,its news real or rumor,is that news is real,0.85793,22
326014,Somewhat similar,,"fast check pls
kindky fact check fastly","hi
fast check kya h",0.85792,39
312199,Very similar,,but you never did the earlier one,there was no story published for the earlier one,0.85759,33
349042,Very similar,,want to know fact,want to check a fact,0.85758,17
346258,Very similar,,please verify all,please verify it,0.85417,17
166946,Somewhat similar,,i need your help please give me your conact nunber,"dear, i need your help.",0.85400,50
306270,Very similar,,hello good morning india,hello good morning,0.85393,24
341912,Very similar,,please go through this asap,pls check this asap,0.85392,27
298944,Very similar,,☝please check the fact. is it true.,please check if this is true,0.85311,35
347024,Somewhat similar,,shall i get any help from here?,will you help me,0.85301,31
354728,Not similar,,"pls reply me...
https://www.facebook.com/groups/449586312501710/permalink/659253131535026/
this is above link u have to verify it.....","please verify this

https://www.facebook.com/519840321438487/posts/2932651480157347/?sfnsn=wiwspwa&d=w&vh=e&extid=zlo2wzvi9bus4weu&d=w&vh=e",0.85271,134
318088,Very similar,,"hi, just want to check the authenticity of the below message","👆need to check the authenticity of the message.
👆need to check the authenticity of the message.",0.85253,60
297542,Very similar,,is this true or fake...???? please check and update us..... because after hear this audio people are panic much more,sir please check this audio clip...it very important because people are going in panic situation...,0.85231,116
326177,Very similar,,"hello
add me in your broadcast list","hi, please add me to your broadcast list.
i agree.",0.85161,35
340364,Somewhat similar,,"hi
i'm want job","hello
i want job
in aaj tak",0.85136,15
337661,Somewhat similar,,"sir
can i send videos for fact check",send me fact check about this video??,0.85115,36
333735,Somewhat similar,,"hi
see this plz",hi got this,0.85080,15
306425,Somewhat similar,,"sir please
immediately",you contact me immediately,0.85051,22
135998,Very similar,,pls let me know,please contact me,0.85005,15
296183,Very similar,,is this a real news,is the news true?,0.85004,19
332689,Very similar,,still waiting revert on this,what happened we are still waiting,0.84968,28
352856,Very similar,,please check fact right or wrong,please check it's right or wrong?,0.84955,32
348318,Not similar,,what about my query sir,sir.....i have a question,0.84912,23
347410,Somewhat similar,,"please telecast this video on the tv on aaj tak please please
please
please",i want to see this video on tv,0.84889,75
339786,Somewhat similar,,please fact check the informations in this photo.,sir please check these images,0.84874,49
326897,Very similar,,"please check facts and tell me
is it true or false","hi
i want to know, it is true or false, want fact check it",0.84856,50
329814,Not similar,,"beijing - china has approved the use of bear bile to treat coronavirus patients, angering activists and raising fears it could undermine efforts to stop the illegal animal trade which is blamed for the emergence of the new disease sweeping the globe","please fact check

_*breaking news from cnn :-*_

*dr. li wenliang*, china's hero doctor who was punished for telling the truth about corona virus and later died due to the same disease, had documented casefiles for research purposes and had in the casefiles proposed a cure that would significantly decrease the impact of the covid - 19 virus on the human body. the chemical *methylxanthine*, *theobromine* and *theophylline* stimulate compounds that can ward off these virus in a human with atleast an average immune system. whats more shocking is that these complex words that were so difficult for people in china to",0.84784,249
216892,Very similar,,"hi
hi
hi
hi tom i
hi tom i
hi","hi to
hi to
hi
hi",0.84778,29
323642,Not similar,,send me fact of this video,kindly confirm place of this video,0.84755,26
325637,Very similar,,how to free recharge,jio free recharge,0.84711,20
284696,Very similar,,got these above video and message as forward...kindly check if it is true !,please check veracity of this video and the caption,0.84708,75
304072,Very similar,,"hello sir...
customer care number
any helpline number","hello
customer care number",0.84664,53
357151,Somewhat similar,,"hello
manoj from malout punjab",ashish kaushish from kurali punjab,0.84658,30
314029,Somewhat similar,,"send me the news
anyother",send currently news,0.84643,25
332448,Very similar,,fact check please for the below video,please check fact for above video,0.84596,37
284338,Very similar,,"plz check is it true or fake
thanks",sir can you please tell that is it original or fake,0.84593,35
345639,Very similar,,"alright
waiting
👍🏿","waiting...
no problem 👍😊",0.84592,17
328333,Somewhat similar,,i've received this video via whatsapp...,i received a video,0.84586,40
341731,Not similar,,if you show the truth please show this type of news,please tell about the truthness of above news .if it's true then what will be it's effect ?,0.84560,51
355338,Somewhat similar,,not getting peplay message from your afp,u don t give me any details about my report,0.84533,40
336487,Somewhat similar,,"hiii
my name is rohit singh",my name is - lekhan singh,0.84511,27
333967,Very similar,,"hi
hi i am sonu arora paytm payment bank & kyc . we're unavailable right now, but will respond as soon as possible.","hi
🙏🙏☘🌹☘thank you for your message. we're unavailable right now, but will respond as soon as possible.🙏🙏☘🌹☘",0.84480,115
359440,Very similar,,please send results,please send update,0.84447,19
299811,Somewhat similar,,we can send latest news video this number,"please send latest news
thanks",0.84437,41
333473,Somewhat similar,,is the news checked?,when would you check the reality of news,0.84408,20
362251,Not similar,,can you advise,could you please respond sensibly,0.84322,14
308368,Very similar,,dear sir check this video and inquiry 👇🏻,please sir check this video,0.84309,39
314786,Very similar,,"hi
i want to fact check this video",please check the fact of this video,0.84238,34
348261,Somewhat similar,,"hey
my whatsapp number is banned please unban my whatsapp number 8801307051",help my whatsapp account is banned +917879293707 plzz open my whatsapp account,0.84237,75
285200,Somewhat similar,,thanks sir and thank to add me for this group 🙏🙏,thank you so much team aaj tak 🙏🙏😊,0.84202,47
361068,Very similar,,"#coronavirus was created in the lab by china, statement by the japanese nobel prize winner dr. tasaku honzo

 coronavirus is not natural.  japan's nobel laureate professor of medicine and professor, dr. tasuke honzo pakka, said that the virus was created by china and left to the world.

 ""if it is natural, it will not adversely affect the whole world because, according to nature, the temperature is different in different countries.

 but the virus is spreading in a country like switzerland, as well as in desert areas.

 i have been researching animals and viruses for the last 40 years. ","claim is, person in photo is tasuku honjo (medical professor) is a japan nobel receiver is claiming as coronavirues is human made and it is created in china wuhan virology lab only. and professor is also have proof for human made.
with his 4 years working experience in wuhan lab and when he tried to contact scientists in wuhan lab hr is unable to reach them from 3 months onwards.
so professor is telling as all the things and incidents are supporting for virus in human made in wuhan lab only.
pls check and verify it.",0.84140,593
236168,Not similar,,"dear concern i am dhananjay kumar saraswat live in mathura uttar pradesh my mobile no is 9358218117, 9045301602.

sir i have been cheated by some pramod verma by online fund transfer for any fake courier delivery service provider.

he is working currently and cheating innocent people countinous now.

some of the investigation i have completed but it is not sufficient to cought him red handed.

if you want to highlight him in the news than i can very helpful for that please contact me by a call as possible as soon

waiting for your response.

thanks
dhananjay kumar","police filed a false f.i.r on my name now to favour the man who is a fraud

i have all the proofs in my favor, it is a big scandal of tv mafia


plz do not ignore my mail and send help

it will not be a news

hide quoted text


nishant saxena

106 hari en clave

bulandshahr

india


9997098111 call


read the mail i forward to ssp and ig range

on tue, 21 jan 2020, 11:15 am nishant saxena, <perfectionistmann@gmail.com> wrote:

sir,am sorry to inform u but in my case police is giving perks to delinquent


on my f.i.r (attached) i am not getting positive response from bulandshahr police


the delinquent in my",0.84131,570
298453,Somewhat similar,,this audio is correct or fake??,it's true or fake,0.84071,31
313161,Not similar,,hi i m sunil join fact check india today,*india today fact check*,0.84008,40
333209,Very similar,,"please ,keep my name and number a secret.",pls keep my name and number confidential.,0.83984,41
334299,Not similar,,have  you found any answer yet if yes pls let me know,"will i got any reply
?",0.83976,53
313369,Somewhat similar,,"there is still no reply from you and neither is there any case in our sector.
can you at least have dignity of accepting you mistake?
*your",no response yet to any of my queries,0.83960,139
347006,Not similar,,"hello
sir i have one very wrong video","check it in reality
it's very bad
what difference",0.83957,37
333194,Somewhat similar,,👆🏻this video is circulated saying this is for spreading coronavirus,"i pray aaj tak this video show on aaj tak news
about coronavirus",0.83946,66
339341,Very similar,,sir i want to send a poetry which is written by me based on corona,this is my poetry about corona,0.83937,66
308142,Not similar,,call this mo no,please whatsapp no.,0.83909,15
252062,Somewhat similar,,please check the reality and convey accordingly.,i want to know that whats the reality..,0.83891,48
323325,Very similar,,i received this audio from someone can you confirm if it is true or not,"received this audio in a group
how do i check its authenticity?",0.83886,71
313021,Somewhat similar,,i have call recording of that number,please listen this there is a call recording,0.83813,36
357379,Not similar,,"abuse & heckle of doctors continue unabated in bengal:

dr.sarmistha dey mo, chanchol superspecialty hospital, &, wife of a paediatric surgeon, returned from after a continuous more than 30 days of being on-duty from malda to kolkata after one month of continuous stay there. on return to her home in kolkata, at orbit skyview, paikpara, she was abused and heckled by her neighbours, lead by one jayabrata sanyal.  her main door was locked from outside by her neighbours and she along with her family were forced to stay indoors. her maid servant was threatened. dr sarmistha has lodged an fir","sir good morning, i'm resident of andhratharhi, jhanjharpur, madhubani, bihar and came to cmc vellore with wife for treatment my both child about 6 yrs & 09 yrs stay with my old mother-in-law at asansol west bengal.she is unable to feed now self illness.we are trapped here due to lockdown 21 days .now again extend lockdown to 30th april it is not last it may again extend . think my situation is very worst.please help me for permission to move my native place own my cost  & medical checkup",0.83780,593
334454,Somewhat similar,,is this a real video srr ??,are these videos real and where are they made and ne n what context?,0.83767,27
286245,Not similar,,india today fact check,helo india today news,0.83736,22
350118,Somewhat similar,,"sr please have look on that documents
is this real or fake",please check whether this is fake or true.,0.83711,58
349129,Somewhat similar,,how can i send any information to india today news,how can i provide news in delhi,0.83652,50
298848,Not similar,,does whatapp have any payment option in india,"is this happened in india, then where",0.83621,45
315280,Not similar,,message provided pelisse,tell about this vedio,0.83601,24
298086,Very similar,,"..
kindly check the authenticity of this audio message, it is being circulated on whatsapp at very large level
and people are getting panicked",is this true or fake...???? please check and update us..... because after hear this audio people are panic much more,0.83517,142
360028,Very similar,,please help prasenjit chakraborty please help,please help ucash loan prasenjit chakraborty please help,0.83478,45
318531,Not similar,,when would you check the reality of news,"hi, whats the process of fact checking on any news/information?",0.83460,40
306818,Somewhat similar,,corona current news,"hii
today current news",0.83453,19
352766,Not similar,,"mam plzz help us
govt is not taking any action of  jharkhnd","not send me any more messages
i have talk to narender modi
not you
i am not interested your headline
ok",0.83447,59
350252,Somewhat similar,,can you help me sir related this point,may i know about this,0.83391,38
299618,Not similar,,now what i can do,can help me,0.83382,17
323415,Somewhat similar,,"please check this fact
now its irritating",i'm irritate this page,0.83313,41
344620,Not similar,,hi.. do u provide fact check for whatsapp forward?,any update about fact check ..?,0.83312,50
133776,Somewhat similar,,can i contact to aaj tak,please send me aaj tak whatsapp number,0.83283,24
302914,Not similar,,plz upload this video❤,please revert 🙏🏼🙏🏼🙏🏼,0.83273,22
295336,Not similar,,what hapend today,hello lndia today,0.83248,17
323096,Somewhat similar,,"please verify this picture
it shows that the ongoing lockdown may extend upto
30th june 2020
as written on the circular
please rectifyy",i had got this audio clip stating that india lockdown period would be extended until 15th june 2020.,0.83243,135
352693,Not similar,,"my name is sushant bauri sahu and i have booked ticket of airindia
flight no.: 652. i don't want to reschedule it or either wants to travel further for 1 year due to covid-19 reasons. i want a full refund of my money without any charges applied to it and i don't either want any gift vouchers all i need is full refund of money. i have complaint it to national consumer care and my complaint number is 1988190.","hello - tought of letting you know that indigo airline is not refunding the amount paid for  bookings made during lockdown rather they are giving credit shell for the traveller which is valid for 1 year. but, if the customer doesn't have any future travel plan for next 1/2 years then they are saying that they will deduct the cancellation fees which is around 90% of the booking amount and refund the rest. aslo, if a customer want to avail the credit shell in future then also they will deduct some charges. it is nothing but a scam. many",0.83235,410
327998,Very similar,,the first video is being circulated in various social media platforms as a group of muslims practicing sneezes in a mosque to spread corona virus. is it true or fake video?,"purposefully sneezing in mosque to spread virus
please fact check this video",0.83233,172
337390,Very similar,,"hello, i did not receive any message related to fact check i sent before some days. can you please check that?",but yet i didn't get my last virul msg fact from your team,0.83226,110
338948,Very similar,,tell  me please  about  my  video  telecasting in yes  or  no  answer  please,send me fact check about this video??,0.83216,77
348701,Very similar,,is this a true  or morphed image?,is this true or fake?,0.83199,33
298681,Very similar,,sir this audio recd pse check fact,plz check this audio,0.83174,34
354299,Somewhat similar,,i wanted you to release an article can i send you the details,i want a article to be published,0.83139,61
247514,Very similar,,i can understand🙏🏻🙏🏻,"ooo i see
ok",0.83090,18
135048,Not similar,,and tell me about it,yes i requested,0.83059,20
