PM ID,Match class,Notes,Database-Stored Sentence,Top Yielded Sentence,score
322046,Very similar,,"hello
thanks for contacting bird monk 🙂

we are away right now

please leave a message with all your queries and we'll get back to you shortly 🙂
*warning for all citizens*

as of *tomorrow* onwards for the *next 7 days* or so be *very careful.* ,

*do not leave home* for bread / rations / or  for anything, unless it is of *dire necessity*  because *the worst phase begins* , the *incubation period gets over* and many positives will start to come out and many people can get it, so it is very important to stay home and not relate to","*warning for all citizens*

as of *tomorrow* onwards for the *next 7 days* or so be *very careful.* ,

*do not leave home* for bread / rations / or  for anything, unless it is of *dire necessity*  because *the worst phase begins* , the *incubation period gets over* and many positives will start to come out and many people can get it, so it is very important to stay home and not relate to  nobody, *being very careful is very important and very crucial*

 *from 27th march to 7th april* we must take care of ourselves. *the peak",0.850811
305688,Very similar,,i m waiting for your reply,i am  waiting  for reply,0.850173
354714,Not similar,,please share this video,please check this video,0.850001
325430,Very similar,,plz chek it,chek it plz,0.848264
300565,Very similar,,how much time will it take,how much time will it take?,0.848071
356143,Very similar,,"*important news*.....
------------------------

*eight great steps* taken in 10 days by ministry of home affairs(mha)in j&k

1. 5 lakh hindu-sikh families became jammu & kashmir *domiciles*

2. all *perks/facilities* withdrawn from omar abdullah and mehbooba.

3. kashmir *lost control* over all universities including jammu & kashmir national law university.

4. kashmir *lost control* over hindu shrines

5. competent authority empowered to take suo moto notice and evict encroachers from properties hindus left behind in kashmir in 1990.

6. kashmir *lost control* over all golf and other clubs in j&k.

7. *role* of kashmir (cm) in university affairs reduced to *zero*

8. legal protection granted to anti-nationals in j&k 42","while we were busy discussing about covid19, the curfew, deaths, recovery, vaccine, china, cuba 🇨🇺, usa and india, there’s been some progressive changes in jammu and kashmir.

historical eight administrative initiatives taken by the government in last 10 days in j&k.


1. 5 lakh hindu-sikh families became jammu & kashmir domiciles.

   2.    all perks/facilities withdrawn from omar abdullah and mehbooba.

    3.    kashmir lost control over all universities including jammu & kashmir national law university.

4. kashmir lost control over all  hindu shrines.

     5.   ",0.847619
312635,Not similar,,"private tower company pip,location in between village hasangadh and bhainsaru kalan ,sapla-kharkhoda main road,district rohtak,haryana,me complete lock down home me bad bhi company manager ritesh ke dawara,aaj 20-25 labour se duty/kam karwayi ja rhi hai,pls urgent karwahi ke liye complaint ko forward kre,complaint sent by ...bachan singh,khera kalan delhi.rohtak police ko complaint bheji gayi thi,lekin legal action nhi liya gaya,company ke khilaf karwahi nhi ki gayi","भारत सरकार
government of india
कार्मिक, लोक शिकायत और पेंशन मंत्रालय
ministry of personnel, public grievances & pensions




eng
logo
cpgrams
swachha

rating
registration number
pmopg/e/2020/0031527
rating
1
poor
comments
srimaan pm mahoday mere bodys me abhi tak pura systems laga huaa hai mai bharat sarkar or bihar sarkar ke sabhi agency ko challenge deta hu ki mere duara diye gaye koyi bhi applications sena me rahte samay or baad me diye gaye application mere brain ke under machine ke duara nikala gaya usi ghatna ka application diya hu mai phir se live narko test ya koyi bhi test live kara ker saari ghatna ko sabit kiya ga sakta hai mahoday se mai binarm nibedan",0.845978
318290,Very similar,,dear sir good evening,"hii
sir good afternoon",0.844831
296484,Very similar,,👆🏻is this true,is this true,0.843046
315190,Very similar,,is this hoax or true?,is this fake or true?,0.842490
362159,Very similar,,"hiii
hello
help me please","hiiii
please help me",0.842292
355920,Somewhat similar,,dear sir this  incident  of today the date is .20/04/2020 the time was .13..15.pm od noor masjid gaon devi donger andheri west the  o fruit  sellrr was open up till  13.oopm he wasthe constable was  doing  the rounds up the constable told close your  shop he told i will wont close what you want to do you do i have touch direct to the d.n.nagar police officers mr parmeshwar ganme the sr pi of d.n.nagar police station  then he brought  to the police beat chowki at  khoja jammat khana,dear firends this video clips  is pf today the date is .18/04_2020 the time is ..11 00.am the market was open at andheri west v.p.road khoja jammat khana area andheri west at gaon devi donger andheri west where  here no any police of d.n.nagar police stations no any police  does not be before  ..10.00.am the police come when the message  is sent to all police department  after they here the market  and chicken  mutton shop be open  till evening. 8.00pm no any police does not any action against the shop keeper,0.841540
332724,Very similar,,can u plzz check this msg,sir can you pl check this msg.,0.839746
292592,Somewhat similar,,is that's right,is this true,0.839682
293102,Very similar,,"subject: this message is circulating on social media.
please check its authenticity.

*rml hospital delhi*
audio leaks will give u *goosebumps*
abt the situation of covid in delhi","*rml hospital delhi*
audio leaks will give u *goosebumps*
abt the situation of covid in delhi",0.839186
312086,Very similar,,"is it true
please confirm","is it true, please check",0.838805
318969,Somewhat similar,,plz verify this vedio,plz check this audio,0.837948
357554,Not similar,,symptoms of corona virus??,life time of corona virus?,0.837429
351596,Very similar,,can you reply me,please reply me,0.836181
354357,Somewhat similar,,no update received,no updates received till now,0.834816
347604,Not similar,,"#coronavirus detailed update of #jammu & #kashmir : today 21 new positive cases, total 245.
.
> among them include
> 7 from kupwara,
> 4 from baramulla,
> 3 from ganderbal,
> 2from bandipora
&
>  1 from kulgam districts of #kashmir division while remaining

> 4 from jammu division. via #jklatestupdates
.
.
> regarding #kupwara cases, sources said they include 3 men from #tangdhar—76-year-
old, 30-year-old and 25-year-old, and they had attended a religious congregation, recently at
#nizamuddin in new delhi.
.
> the 4 other cases are contacts of 23-year-old covid-19 patient from #muqam-e-
shahwali and include his 58-year-old father, grandfather (73), maternal uncle (60) and 11-
year-old sister.
.
> regarding the #baramulla","list of sealed areas in delhi :-
1.	entire effected street near gandhi pqrk, malviya nagar, new delhi
	2.	entire effected street of gali no 6 , l 1 sangam vihar, new delhi.
	3.	shahajahanabad society, plot no 1, sector 11, dwarka.
	4.	dinpur village
	5.	markaz masjid and nizamuddin basti
	6.	nizamuddin west (g and d block) areas.
	7.	b block jhangirpuri.
	8.	h. no 141 to h. no 180, gali no. 14, kalyanpuri delhi
	9.	mansara appartments , vasundhara enclave, delhi
	10.	3 galis of khichirpur including gali containing h. no. 5/387 khichirpur delhi
	11.	gali no 9, pandav nagar , delhi 110092.
	12.	vardhaman appartments , mayur vihar, phase i , extension, delhi
	13.	mayurdhwaj appartments , i p extension, patparganj, delhi
	14.	gali",0.834647
303812,Not similar,,"1.wash your hands repeatedly.

2. keep your room as warm as possible, even fan as low as possible.

3. don't wash your head repeatedly. only once or twice a week head bath & complete dry immediately.

4. avoid cold water bath, use warm to hot water for bath.

5. avoid all those which create cold & cough like cold foods, curd, oily foods etc.

6. drink more water. keep hydrated.

7. have good quality & quantity food.

8. sleep well 7 to 8 hours.

9. do meditation & home  exercise.

10.covid hates garlic, ginger & spicy foods which makes","pm directive .
1. resolve to follow rules made.
2 . restrain self from socialising , going out unnecessarily.
3. on 22nd march 7 am to 9pm , janata curfew day. no one to step out of house
4. at 5 pm everyday , clap / ring bells for all those tireless workers , working to control this.
5. don't hoard food stuff...avoid panic buying.
6. keep seniors above 60 years at home. avoid unnecessary socialising.
7. don't visit hospital unless emergency. postpone routine surgeries.
8. in case of absenteeism of employees , be considerate about pay cut.
9. this is a grave situation...recognise and accept it...don't panic....save",0.834625
297275,Very similar,,is this message true or fake news?,this news is fake or real ?,0.834418
307758,Not similar,,tell me some news about corona virus,can i share some news regarding corona virus?,0.834027
312075,Very similar,,is it true....!!!,is this true???,0.833979
298610,Somewhat similar,,i need your help,i want help,0.832518
161771,Not similar,,"good morning , all indians = i am anil taak >> today 's my questions =(1) who is the national chairman of bjp party ? (2) when we celebrate rajasthan day ? (3) how many total district in bihar state ? >> what would you like only education ] = thanks","good morning , all indians = i am anil taak >> today 's my questions = (1) what is the full form of caa ? (2) when we celebrate national army day ? (3) who is the deputy governer of delhi ?",0.831681
317937,Not similar,,plz help sir,plz reply sir,0.831108
356021,Somewhat similar,,dear sir see this  car has parking at police beat chowki at v.p.road khoja jammat khana area andheri west  yesterday  the car was parking  of police  constable   see and other today has parking at police beat chowki the date is 20/04/2020 the time is 15.30.pm,dear firends this video clips is of today  of  v.p.road andheri west khoja jammat khana area andheri west  the date is ..10/04/2020 time is 10..00 am,0.830057
344712,Somewhat similar,,i will give some information,i want to give information,0.829843
334862,Somewhat similar,,may be this is fake,are this fake,0.829617
322294,Very similar,,"ok, thanks 👍","ok
thank you",0.828370
324922,Not similar,,"treatment for corona affected people.
as everyone aware that this virus is affecting our lungs initially, thus by forming condensed flum in lungs, person experiences uncomfortableness in breathing, this is called as, ""kabam"" as per our yogis explanation.,
however, they didn't have mentioned the virus name exactly.

to treat the same,

a mix of of the three salts namely
1.10gms of menthol crystal( pudhina salt)
2.10gms of thymol crystal (omam salt)
3.10gms of edible camphor( pachai karpooram )

mix these salts in a glass bottle without adding water, it will become a concentrated solution instantly.

a drop of this liquid  has to be added to half","dear all,
with just 2 simple herbs the illness due to corona virus can be treated. my guruji, through his great grand fathers has got the knowledge transfered to himself.
two herbs required 1. neem 2. phyllanthus niruri (keezhanelli )
grind equal portion of these leaves to a paste. take  a 50gm ball sized quantity for 3 days morning in empty stomach. do not take anything for 1 hour.
this should be taken only in paste form. powder or juice form will not work. you can prepare the paste and can keep it in the freezer also for consumption.

taking these herbs will",0.827905
344221,Very similar,,"above video claiming that
👇👇
whatsapp group admin got arrested in mumbai .. for sharing corona jokes.what is fact?","whatsapp group admin got arrested in mumbai .. for sharing corona jokes
is it true ?",0.827491
315049,Very similar,,ok and thanks for thats,ok and thanks,0.826168
347808,Not similar,,"sir, my name is sunil dutt bhardwaj, in the present scenario every body is looking for the treatment of covid-19. i want to tell you that mahamartunjay mantra consists it. maha martu means maha mari. i am attaching you a document which clearly reflects it. i have already sent it to pmo vide - pmopg/e/2020/0169673  on dt 24.03.2020 but of no vain. might be due to emergency of covid-19. kindly help by referring to proper authorities as i have a medicine of covid-19 but to be tested properly before use. thanks and hoping for your cooperation in the large","police filed a false f.i.r on my name now to favour the man who is a fraud

i have all the proofs in my favor, it is a big scandal of tv mafia


plz do not ignore my mail and send help

it will not be a news

hide quoted text


nishant saxena

106 hari en clave

bulandshahr

india


9997098111 call


read the mail i forward to ssp and ig range

on tue, 21 jan 2020, 11:15 am nishant saxena, <perfectionistmann@gmail.com> wrote:

sir,am sorry to inform u but in my case police is giving perks to delinquent


on my f.i.r (attached) i am not getting positive response from bulandshahr police


the delinquent in my",0.826092
140472,Not similar,,applicant is victim of his own generosity. as respondent was away from india and wife of respondent promised to bring power of attorney in her favour and execution of agreement applicant considering their difficulty waited patiently till end of may 2017. but then respondent and his wife demanded further rent in the month of june 2017 applicant reminded them of their promises for completion of execution of agreement. now responded started taking advantage of the situation of nonexistence of registered agreement started demanding higher rent than what was agreed upon.  this is how applicant is victim of greed and,in simple way things can be explained this way. there was mutual extension of agreement for 20 more years. respondent failed to execute agreement by not sending poa deliberatly. respondent created a situation of nonexistence of registered. respondent received rent of 27 k  for 3 months. respondent demanded further rent but no intentions to register the agreement. then respondent backed out from his /her promises. in this situation taking the advantage of situation started demanding higher rent than what was agreed upon. when he managed to knock out higher rent respondent sent a draft of agreement in the months,0.825847
338466,Somewhat similar,,"hi
fact check
is this true","hi
fact check",0.825800
312454,Somewhat similar,,please give me answer sir,sir please reply me,0.825535
329692,Somewhat similar,,kindly take action on these videos,please action on my videos,0.825495
326131,Very similar,,i have not received any response from you,i did not get an answer,0.825438
294933,Not similar,,"how about some good news?

-china has closed down its last coronavirus hospital. not enough new cases to support them.

- doctors in india have been successful in treating coronavirus. combination of drugs used: lopinavir, retonovir, oseltamivir along with chlorphenamine. they are going to suggest same medicine, globally.

- researchers of the erasmus medical center claim to have found an antibody against coronavirus.

- a 103-year-old chinese grandmother has made a full recovery from covid-19 after being treated for 6 days in wuhan, china.

- apple reopens all 42 china stores,

- cleveland clinic developed a covid-19 test that gives results in hours, not days.

- good","zydus cadila launches a fast tracked programme to develop vaccine for the novel coronavirus, 2019-ncov (covid-19)


adopting a two-pronged approach, a dna based vaccine and a live attenuated recombinant measles virus vectored vaccine to combat the virus

ahmedabad, india, 15 february 2020
zydus cadila, an innovation-driven, global pharmaceutical company, announced that it has initiated an accelerated research programme with multiple teams in india and europe developing a vaccine for the novel coronavirus, 2019-ncov (covid-19) based on two approaches.

the first approach deals with development of a dna vaccine against the major viral membrane protein responsible for the cell entry of the novel coronavirus,",0.825380
340829,Very similar,,this is truth or false? news,is this true or fake?,0.825371
149614,Not similar,,"while every one is busy debating on india/pakistan, 370-kashmir, babri masjid- ayodya, and chidambaram, dk shivkumar, npr/nrc/caa, we miss to notice what's happening to our country in n around !!!

recent data & situation of our country 👇👇

- vodafone is in loss of ₹50,000 crore
- airtel is in loss of ₹23,000 crore
- bsnl is in loss of ₹14,000 crore
- mtnl is in loss of ₹755 crore
- bpcl is in loss of ₹750 crore
- sail is in loss of ₹286 crore
- air india is in loss of ₹4600 crore
- spice jet is in loss of ₹463 crore
- indigo","from: suresh srivastava <suresh1506mathura@gmail.com>
sent: 01 november 2019 14:10
to: roagra.mathura@gmail.com
cc: cpmg_up@indiapost.gov.in;vig.up@indiapost.gov.in; cbs-up@indiapost.gov.in;domainpuri.up@indiapost.gov.in;domathura.up@indiapost.gov.in
subject: the money order (no. 123008669735334010 did not received by the receiver after 2 months



to,

the registrar



(to whom so ever it may concern)



this is to bring in your kind notice that a money order of rs. 500, dated on/ dispached on 28th of august, 2019, has not been received by the receiver till date.



request to to please expedite the process and provide me the whereabouts of my mo.



please find the details below, also i would  be attaching the sender's copy of my mo.



receipt no. 123008669735334010



to : smt. draupati w/o late nekshu kahar

bighrai

p/o darwah

district - mainpuri



from :


thanks,



suresh chandra srivastava

5/21",0.825337
276803,Not similar,,"a teacher's story.
3 people stood on the door to heavan

god - only 1 of you can enter.

1st-
i was a priest and all my life i served only you.

2nd-

i was a doctor and all my life i served mankind.

3rd-
i was a teacher and apart from teaching i

maintained attendance record,

papers correction,

progress report,

cumulative record,

reflection,

project work,

slip test,

fees defaulter lists,

official work,

administrative work,

social work,

counselling to students at the time of admission,

revaluation,

practical exams,

external and internal examiner,

magazine aur newsletter

naac accreditation

nss/ncc/scout guide activities,

student projects,

paper presentations,

intra school events,

seminars,

organizing conferences,

attending conferences,

workshops,

short term training programs,

faculty development programs,

admission round duty,

submissions,

assignments,

term work,

invigilation,

paper checking,

paper setting,

result analysis,

remedial classes,

planners,

discipline,

hospitality,

exhibitions,

student clubs,

guest lectures,

annual sports,

traditional day,

annual gathering,

freshers","1st december	miscellaneous quiz	box puzzle, coding decoding, inequality	problem on trains, approximation,wrong number series	current affairs (july)	स्टडी नोट्स
2nd december	cloze test, sentence rearrangement	circular puzzle, blood relation, syllogism	profit and loss, discount, quadratic equations	current affairs (august)	गद्यांश में रिक्त स्थानों की पूर्ति
3rd december	reading comprehension, error detection	linear puzzle, direction, syllogism	ratio and proportion,number system, simplification	current affairs (september)	वाक्य में त्रुटी से संबंधित प्रश्न
4th december	sentence improvement, coherent paragraph	month based puzzle, input-output, miscellaneous	average, age,percentage	current affairs (october)	अनेक शब्दों के लिए एक शब्द, विलोम शब्द, पर्यायवाची शब्द, मुहावरे एवं लोकोक्ति
5th december	connectors, paragraph completion	designation based puzzle, data sufficiency, inequality	time and work, line graph di, pipe and cistern	rbi and its policy	स्टडी नोट्स
6th december	synoyms-antonyms, para jumble	mix puzzle,",0.825329
145101,Not similar,,"i have a news
please",today news please,0.824996
305670,Not similar,,"_*breaking news from cnn :-*_

*dr. li wenliang*, china's hero doctor who was punished for telling the truth about corona virus and later died due to the same disease, had documented casefiles for research purposes and had in the casefiles proposed a cure that would significantly decrease the impact of the covid - 19 virus on the human body. the chemical *methylxanthine*, *theobromine* and *theophylline* stimulate compounds that can ward off these virus in a human with atleast an average immune system. whats more shocking is that these complex words that were so difficult for people in china to understand is","*how about some good news?*

-china has closed down its last coronavirus hospital. not enough new cases to support them.

- doctors in india have been successful in treating coronavirus. combination of drugs used: lopinavir, retonovir, oseltamivir along with chlorphenamine. they are going to suggest same medicine, globally.

- researchers of the erasmus medical center claim to have found an antibody against coronavirus.

- a 103-year-old chinese grandmother has made a full recovery from covid-19 after being treated for 6 days in wuhan, china.

- apple reopens all 42 china stores,

- cleveland clinic developed a covid-19 test that gives results in hours, not days.

- good",0.824967
312360,Very similar,,please check this also.,please check this,0.823250
357766,Not similar,,"*a positive interview of hdfc bank md mr aditya puri about why india will survive and make it big*

mr.aditya puri is super bullish on indian economy.

key takeaways from interview :

1. india’s rural economy is not affected by corona and going on strong

2. india being young people’s nation won’t have must health effect of corona compared to europe

3. merchants and small shops are not over leveraged (not too many loans ) so will emerge strong once shops reopen

4. fall in oil prices would lower the inflation and other costs

5. our country’s internal consumption is strong

6.even if","dr kamat's ded hypothesis on covid 19

why our dirtiness will save us from covid-19!🙈🙏

*dirtiness exposure dividend* or *ded*

kamat's hypothesis on indian subcontinental dirtiness exposure dividend (ded) flattening the curve
(all copyrights reserved, 2020)

dr. nandkumar kamat
(m.sc. biochemistry, phd microbiology)

an argument , hypothesis and prediction based on ecological, sociomedical, epigenomic, epigenetic and immunological grounds

1. india and indians are going to win this war because fortunately despite maximum efforts by global brands we have not yet fully converted ourselves to sanitized and hygiene freaky sterile western lifestyle
2. except the beneficiaries of national immunization mission most of indians above 40",0.823202
183022,Very similar,,hello india today family,helo india today news,0.823141
159379,Very similar,,these are forwarded messages,"these are forwarded messages
these are forwarded messages
these are forwarded messages",0.822891
338517,Very similar,,"yup
verify this news",plz verify this news...,0.822319
311797,Very similar,,i’ll wait for your response.,ohk i'll wait for your response,0.821950
330693,Very similar,,"how to free recharge
what",how to free recharge,0.821846
140711,Somewhat similar,,"hii
sir good afternoon",hi..... sir good morning,0.821470
323155,Somewhat similar,,pls check the reality of this msg,pls check the authenticity of this vedio,0.821230
296654,Not similar,,"*coronavirus: over 3000 people kept under observation in j&k, says govt*

*144 persons test negative, 4 positive cases in j&k so far, two more samples taken today, sent for test: nodal officer skims*

jahangeer ganaie

srinagar, mar 19 (kno): jammu and kashmir government on monday said more than 3000 people have been kept under observation in j&k ut while as 144 people have tested negative with four positive cases so far being reported in the ut.

as per wire-service—kashmir news observer (kno), a senior health official while talking with wire service—kashmir news observer (kno), that 3146 persons have been kept under observation in ut.","update on the two suspected cases of ncorona virus tests in army colony sector 9 nerul::

both the tests reported are:: positive..

the mc has announced that the tests of the two suspected patients from army chs for coved-19(ncorona virus) have come positive..

the family members of the suspected virus case are quarantined now..

as there can be other cases too..
hence there is a worry of spread of the virus at army chs.. every resident of army chs will be quarentined and tested..

all residents are requested not to do any public meets within colony, all sports gym facilities are shut.

army colony is put",0.820046
310261,Somewhat similar,,not u responded,you never replied,0.820001
311283,Somewhat similar,,plz help him,plz help mee,0.819621
348902,Not similar,,"1.take care of your elders.
2.social distancing.
3.increase immunity as guideline by ay
4.download arogya setu app.
5.help and feed poor people.
6. dont  put off employees.
7.do respect health
 workers and cooperate them.
narender modi pm of india.
follow 7 points as suggested by pm and obey lockdown period.
stay safe
stay at home.","pm directive .
1. resolve to follow rules made.
2 . restrain self from socialising , going out unnecessarily.
3. on 22nd march 7 am to 9pm , janata curfew day. no one to step out of house
4. at 5 pm everyday , clap / ring bells for all those tireless workers , working to control this.
5. don't hoard food stuff...avoid panic buying.
6. keep seniors above 60 years at home. avoid unnecessary socialising.
7. don't visit hospital unless emergency. postpone routine surgeries.
8. in case of absenteeism of employees , be considerate about pay cut.
9. this is a grave situation...recognise and accept it...don't panic....save",0.819185
309003,Somewhat similar,,i want to give information,i want to inform you,0.819125
363816,Not similar,,"a handicapped  person name imraan malik is working as assistant in high court.he has i card with him .he is misusing his i card and helping jamatis to move out of red hotspot area of turkman gate.on 26 th april ,at around 5.30 pm ,he left turkman gate with one person ,his brother name siraj malik and dropped his brother to noida .his brother presently in noida has no curfew pass and crossed delhi noida border and on 26 th evening, staying somewhere in sector 62 a .
both imraan malik and his brother were suffering from fever from last","hi
this is rupaalii shah from pune city.


govt announced 5kg wheat/rice and plus 5kg free with 1 kg dal and 1kg dal free.
the ration store of our area named asava, 121 guruwar peth, pune 411002, l.no. afpsg/29
*does not give dal to anyone*

please do sting operation to have him caught.

he has always been doing this, not giving all that is given in ration card n sells it off.

my old parents went today at 7.45a stood in line for 1 hour, got wheat n rice at 8.45a n were refused dal, the store said there is nothing else n refused dal",0.818860
332320,Very similar,,urgent msg. forward to all your friends . today night from 12 .30 to 3.30 america is going to release cosmic radiation into everyone's body through our mobiles and if there are more mobiles near us or tv is on pls put it off till morning 4 am immediately otherwise there will be major damage in the body. i am sending the audio about it. pls follow it.,"urgent.

tonight at 12:30 to 03:30 make su.re to turn off the phone,   cellular, tablet,  :  and put away from your body.  singapore television announced the news.  please tell your family and friends.  tonight at 12:30 to 03:30, our planet will be exposed to very high radiation from  cosmic rays  passing  close to earth.  so please turn off your cellphones. do not leave your device close to your body, it can cause you terrible damage. check google and nasa bbc news.  send this message to all the people",0.817573
298577,Not similar,,"please, chief minister of maharashtra stop local trains and buses for common citizens.
run only special trains and buses for essential services providers. issue special id cards to employees of special services providers, so that they only be allowed to travel for work in special trains and buses.
also please make arrangements to check body temperature of public at station entrance and crowded place.
make mask compulsory for everyone in public. penalize heavily for not  wearing mask in public.
during lockdown violators should be punished and penalized heavily.","urgent message.                           mumbai airport urgent alert, please read and circulate.


information reaching police formation indicates that: there is a syndicate of criminals selling beautiful key chains at public places, airports, petrol stations. they sometimes parade themselves as sales promoters giving out free key chains. please do not buy or accept these key chains no matter how beautiful they look.
the key chains have inbuilt tracking device chip which allows them to track you to your home or wherever your car is parked. the key holders are very beautiful to resist. accepting same may endanger your life. all are therefore requested to",0.817479
343776,Very similar,,dear team is there any update on above video..,hi team any update on the above video,0.817438
344622,Not similar,,"this is request you to kindly spread the word that fullinfaws college (off bannerghatta road, landmark dlf newtown, akshayanagar) is opened to all migrant workers/daily wage workers and anyone who needs shelter during this pandemic.

we are capable of providing shelter, food, clothes, medicine for sick and poor, sanitary pads for women and milk for children for the *next 1 month atleast*  along  with water facilities and clean toilets.
keeping the social distancing norms we can comfortably accommodate 100 people.

kindly spread this word and let us do our bit to serve during the people during the pandemic.

for","nesco (bombay exhibition center ) goregaon east .
shelter for migrants and labours

10,000+ people rehabilition shelter is created in nesco with food .

request all if you find any labour or migrants who dont have shelter and food , you can suggest them temporary to shift to gate no 1, nesco , western express highway , next to hub mall , goregaon east .

official counter of government is set for registration .

above said message is true.

lets help the needy world .

regards
team nesco .

request everyone to kindly pass on this message (received by me) to the needy in this time of crisis. thanks.",0.817427
306522,Not similar,,"hello, can i check a whatsapp forward message with you to see if it is correct? i keep getting sent forwarded messages
read this:
—————————————
hi everyone,
just some more information if you haven’t seen it. x

at the princess of wales hospital. nhs staff have been sent this:

this is the advice given to hospital staff.
it explains the virus and hopefully, how to prevent getting it.
please share with family, friends and work colleagues.

virus detection:

the simplest way to distinguish coronavirus from a common cold is that the covid-19 infection does not cause a cold nose or cough with cold, but it does create a dry and","*can anybody verify that the post reproduced below is really written by dr karkhanis (kem)?*

my nephew, who is also a lung specialist now, graduated with a master's degree, and works in *shenzhen hospital, china.*  he is being transferred to study *wuhan pneumonia virus.*  he just called me and told me to tell all of my friends *not to worry much about corona virus* :
if you have a runny nose and sputum when you have a cold, you cannot be a patient of coronavirus pneumonia, because *coronavirus pneumonia is a dry cough without runny nose*. this is the",0.817213
354131,Very similar,,pl check facts,plz fact check,0.817037
333632,Very similar,,😍 *see this now* xxxu.xxvxn.com,omg!! *have you seen this?* xxxu.xxuxi.com,0.816877
141976,Not similar,,"*very very urgent ...*

please pass this message to your family and friends now.

people have been receiving calls from
       tel: +375602605281
       tel: +37127913091
       tel: +37178565072
       tel: +56322553736
       tel: +37052529259
       tel: +255901130460
or any number starting from *+371 +375 +381*

these guys only ring once and hang up.
if you call back,they can copy your contact list in 3sec and if you have a bank or credit card","from: suresh srivastava <suresh1506mathura@gmail.com>
sent: 01 november 2019 14:10
to: roagra.mathura@gmail.com
cc: cpmg_up@indiapost.gov.in;vig.up@indiapost.gov.in; cbs-up@indiapost.gov.in;domainpuri.up@indiapost.gov.in;domathura.up@indiapost.gov.in
subject: the money order (no. 123008669735334010 did not received by the receiver after 2 months



to,

the registrar



(to whom so ever it may concern)



this is to bring in your kind notice that a money order of rs. 500, dated on/ dispached on 28th of august, 2019, has not been received by the receiver till date.



request to to please expedite the process and provide me the whereabouts of my mo.



please find the details below, also i would  be attaching the sender's copy of my mo.



receipt no. 123008669735334010



to : smt. draupati w/o late nekshu kahar

bighrai

p/o darwah

district - mainpuri



from :


thanks,



suresh chandra srivastava

5/21",0.816857
249154,Not similar,,"hemant in india there are almost 220 million muslims. and if you consider muslim population of pakistan and bangladesh then things reach to 500millions. and so many muslim countries to support them like afghanistan, iran, malaysia etc. so india's security concerns are entirely different from us, canada, britain. we have to live with these beasts.
see what happened to kashmiri pandits. they are driven out forever. their women were raped and killed hundreds of men. this can happen in any other state like bengal, kerala, up.
see there were regular bombblasts in mumbai locals. our children go to office, college","while everyone is busy debating on india-pakistan, 370-kashmir, hindu-muslim, caa, nrc, npr, etc,  we miss to notice what's happening to our country in & around !!!

recent data & situation of our country 👇👇

- vodafone is in loss of ₹50,000 crore.

- airtel is in loss of ₹23,000 crore.

- bsnl is in loss of ₹14,000 crore.

- mtnl is in loss of ₹755 crore.

- bpcl is in loss of ₹750 crore.

- sail is in loss of ₹286 crore.

- air india is in loss of ₹4600 crore.

- spice jet is in loss of ₹463 crore.

- indigo is in loss of ₹1062 crore.

-",0.816770
287940,Somewhat similar,,please check this audio,please check this video,0.816570
318682,Not similar,,"ist hand information rec'd from a friend in mumbai
*dear members*

the doctor who recovered from corona illness and recovered in double quick time had *inhaled steam.*
the doctors at idh corona centre too are continuously  inhaling steam few times a day.

*steaming raises the temperature of lungs, throat and mouth so that if the virus is already there it gets inactivated due to high temperature.*

yes that’s true as viruses sit in the throat first.

that’s why even if there is someone sneezing in your office or surroundings and you come home and *inhale steam and gargle with warm water and salt* usually","sir/madam,

i have received the following in a group, whether it is correct ?

unicef
 corona virus is large in size where the cell diameter is 400-500 micro and for this reason *any mask prevents its entry*

 the virus does not settle in the air but is grounded, so it is *not transmitted by air*.

 coronavirus when it falls on a metal surface, it will live 12 hours, so *washing hands with soap* and water well enough.

 corona virus when it falls on the fabric remains 9 hours, so *washing clothes* or *being exposed to the sun for two hours* meets the",0.816150
363775,Not similar,,"reporting violation of lockdown by a office beside our building in topsia, kolkata. it is in red containment zone. 83 topsia road ,trinity tower, kolkata 700046. opposite viswakarma building. there is no office in that building under ssntial service. everyday many men come with bikes and cars in morning and leave before 6.  enter main gate and turn left to find out the violation. the security guards are been bribed not to complain to police.","patient name: anita vikas gorad
age: 41 years, gender: female
no comorbidities
occupation: anganwadi sevika at varasgaon
family: husband vikas gorad
daughter priya vikas gorad
son: abhishek vikas gorad

case history:
3rd march- travel to vashi in cab for wedding. 1500 guests at wedding, no-one had h/o foreign travel as per husband.
4th march- return back to pune by same cab. taxi driver questioned- no h/o airport pickup/foreigner traveller in month of february. he is asymptomatic.

6th march- travel to velha for meeting. unknown number of contacts there.

7th march- asymptomatic

8th march- sore throat, dry cough. no relief with inhalation and gargles. was at home all day.
9th",0.816024
357063,Not similar,,is this working or not?,this is fact or not?,0.815751
328078,Very similar,,"any update on this
one",any update on the above,0.815455
